uid_connection,type,img1,img2,date,cluster_file,cluster
30422ddb2ce24d21be5c55a98754d805_7809468073d142b4951508a1bcc26c23,CORRECT,7809468073d142b4951508a1bcc26c23,30422ddb2ce24d21be5c55a98754d805,29-06-2022_19:18:19,01-06-2022/clusters_optics_0.13_01-06-2022_19,79.0
30422ddb2ce24d21be5c55a98754d805_babbce999501433da0ff1a140c6781d4,CORRECT,babbce999501433da0ff1a140c6781d4,30422ddb2ce24d21be5c55a98754d805,29-06-2022_19:18:19,01-06-2022/clusters_optics_0.13_01-06-2022_19,79.0
30422ddb2ce24d21be5c55a98754d805_d426e8ac82ac4b70a588e801193bbd2f,CORRECT,30422ddb2ce24d21be5c55a98754d805,d426e8ac82ac4b70a588e801193bbd2f,29-06-2022_19:18:19,01-06-2022/clusters_optics_0.13_01-06-2022_19,79.0
3090ce0d0d4c49fba2b5a9e78a1ef9b4_4924a25e0f9a4fe7852fb1d151397ce2,CORRECT,4924a25e0f9a4fe7852fb1d151397ce2,3090ce0d0d4c49fba2b5a9e78a1ef9b4,29-06-2022_19:18:41,01-06-2022/clusters_optics_0.13_01-06-2022_19,82.0
3090ce0d0d4c49fba2b5a9e78a1ef9b4_6cc0f49b67524d969ae56c20ba854868,CORRECT,6cc0f49b67524d969ae56c20ba854868,3090ce0d0d4c49fba2b5a9e78a1ef9b4,29-06-2022_19:18:41,01-06-2022/clusters_optics_0.13_01-06-2022_19,82.0
3090ce0d0d4c49fba2b5a9e78a1ef9b4_7251dc595df446de9bb265aa64ca79e0,CORRECT,7251dc595df446de9bb265aa64ca79e0,3090ce0d0d4c49fba2b5a9e78a1ef9b4,29-06-2022_19:18:41,01-06-2022/clusters_optics_0.13_01-06-2022_19,82.0
3090ce0d0d4c49fba2b5a9e78a1ef9b4_872404e46ede4bfca0b71337fbbeb2bf,CORRECT,872404e46ede4bfca0b71337fbbeb2bf,3090ce0d0d4c49fba2b5a9e78a1ef9b4,29-06-2022_19:18:41,01-06-2022/clusters_optics_0.13_01-06-2022_19,82.0
3090ce0d0d4c49fba2b5a9e78a1ef9b4_9295f2b517644a51bfa73190d9b37dcd,CORRECT,3090ce0d0d4c49fba2b5a9e78a1ef9b4,9295f2b517644a51bfa73190d9b37dcd,29-06-2022_19:18:41,01-06-2022/clusters_optics_0.13_01-06-2022_19,82.0
30ab6bbef0e24298ac551812a60d7cba_55efdf3e384d4ce394dcf96748135863,POSITIVE,30ab6bbef0e24298ac551812a60d7cba,55efdf3e384d4ce394dcf96748135863,10-06-2022_15:10:13,morphograph,576.0
30ef9d141b7e4686af759f2ff8d869b9_325da7736e3c4bf8bb8e07e6004143bd,POSITIVE,325da7736e3c4bf8bb8e07e6004143bd,30ef9d141b7e4686af759f2ff8d869b9,29-06-2022_19:40:09,07-06-2022/clusters_optics_0.13_07-06-2022_19,79.0
311e1d8b71084367bf61db9b62ece0dd_729ae1e55cff4563918a92db132eeebe,CORRECT,729ae1e55cff4563918a92db132eeebe,311e1d8b71084367bf61db9b62ece0dd,29-06-2022_19:17:19,01-06-2022/clusters_optics_0.13_01-06-2022_19,71.0
311e1d8b71084367bf61db9b62ece0dd_9ec465f31d764e84886eaa623e015af1,CORRECT,311e1d8b71084367bf61db9b62ece0dd,9ec465f31d764e84886eaa623e015af1,29-06-2022_19:17:19,01-06-2022/clusters_optics_0.13_01-06-2022_19,71.0
311e1d8b71084367bf61db9b62ece0dd_ab9bea49ad96460797fdcf1ec3ccde91,CORRECT,ab9bea49ad96460797fdcf1ec3ccde91,311e1d8b71084367bf61db9b62ece0dd,29-06-2022_19:17:19,01-06-2022/clusters_optics_0.13_01-06-2022_19,71.0
3127568a80d04569a1cabe0302ab0991_4a015bb7a264441a8faa5c33f0aec982,POSITIVE,3127568a80d04569a1cabe0302ab0991,4a015bb7a264441a8faa5c33f0aec982,10-06-2022_14:56:45,morphograph,210.0
3127568a80d04569a1cabe0302ab0991_9023470a375d440389203002033d5809,POSITIVE,3127568a80d04569a1cabe0302ab0991,9023470a375d440389203002033d5809,10-06-2022_14:56:45,morphograph,210.0
3127568a80d04569a1cabe0302ab0991_bf3a3aad533041c4a7fc4e4409a0c6b4,POSITIVE,3127568a80d04569a1cabe0302ab0991,bf3a3aad533041c4a7fc4e4409a0c6b4,29-06-2022_19:41:16,07-06-2022/clusters_optics_0.13_07-06-2022_19,91.0
3127568a80d04569a1cabe0302ab0991_c3826178535c4f8a967ebe3bc090cdba,POSITIVE,3127568a80d04569a1cabe0302ab0991,c3826178535c4f8a967ebe3bc090cdba,10-06-2022_14:56:45,morphograph,210.0
3127568a80d04569a1cabe0302ab0991_cf1a747872cf4601a89d517c096222d8,POSITIVE,3127568a80d04569a1cabe0302ab0991,cf1a747872cf4601a89d517c096222d8,10-06-2022_14:56:45,morphograph,210.0
3127568a80d04569a1cabe0302ab0991_e6b438803660421db3c6dfa6e5fb139e,POSITIVE,3127568a80d04569a1cabe0302ab0991,e6b438803660421db3c6dfa6e5fb139e,10-06-2022_14:56:45,morphograph,210.0
3187d993e52c413684741acdbcc1cfbe_e93f79bf1a8e48d9b6595e87b4e9aa01,POSITIVE,3187d993e52c413684741acdbcc1cfbe,e93f79bf1a8e48d9b6595e87b4e9aa01,29-06-2022_12:43:59,07-06-2022/clusters_optics_0.13_07-06-2022_19,213.0
325ef1f91b904347bb697d2b2df2805e_8b7f35045a8d483bbc2d39a3e83e4834,POSITIVE,8b7f35045a8d483bbc2d39a3e83e4834,325ef1f91b904347bb697d2b2df2805e,29-06-2022_19:42:08,07-06-2022/clusters_optics_0.13_07-06-2022_19,101.0
325ef1f91b904347bb697d2b2df2805e_d07133cd4c344761b72b9d3ab21d5a43,POSITIVE,d07133cd4c344761b72b9d3ab21d5a43,325ef1f91b904347bb697d2b2df2805e,29-06-2022_19:42:08,07-06-2022/clusters_optics_0.13_07-06-2022_19,101.0
329533358dfd4d909e4ae0e9ea1fa95d_479d6413f09249dda6940c9805b7d038,WRONG,329533358dfd4d909e4ae0e9ea1fa95d,479d6413f09249dda6940c9805b7d038,29-06-2022_19:18:44,01-06-2022/clusters_optics_0.13_01-06-2022_19,83.0
32e2e4e83d8a48d1b32b524cc4ff9790_3370a15b23e84585854d4eefd9356ec4,POSITIVE,32e2e4e83d8a48d1b32b524cc4ff9790,3370a15b23e84585854d4eefd9356ec4,10-06-2022_15:23:24,morphograph,889.0
32e2e4e83d8a48d1b32b524cc4ff9790_71f4840293f5459baaac230a7fce7e1d,POSITIVE,32e2e4e83d8a48d1b32b524cc4ff9790,71f4840293f5459baaac230a7fce7e1d,10-06-2022_15:23:24,morphograph,889.0
32e2e4e83d8a48d1b32b524cc4ff9790_bb58539322454ca1976b5a1c1e069d35,POSITIVE,32e2e4e83d8a48d1b32b524cc4ff9790,bb58539322454ca1976b5a1c1e069d35,10-06-2022_15:23:24,morphograph,889.0
32e6981907a1440c9cba7b2bd42f7dc2_472750e0c6904f30a23981004d890403,POSITIVE,32e6981907a1440c9cba7b2bd42f7dc2,472750e0c6904f30a23981004d890403,10-06-2022_15:03:33,morphograph,369.0
32e6981907a1440c9cba7b2bd42f7dc2_e232dbc2d45343acbdfda676dca1632e,POSITIVE,32e6981907a1440c9cba7b2bd42f7dc2,e232dbc2d45343acbdfda676dca1632e,10-06-2022_15:03:33,morphograph,369.0
33462004542f4feca54906e25ed4f53f_efc19421d63441a08c199f3c2f5cfeae,SIMILAR,33462004542f4feca54906e25ed4f53f,efc19421d63441a08c199f3c2f5cfeae,10-06-2022_15:23:29,morphograph,890.0
3370a15b23e84585854d4eefd9356ec4_71f4840293f5459baaac230a7fce7e1d,POSITIVE,3370a15b23e84585854d4eefd9356ec4,71f4840293f5459baaac230a7fce7e1d,10-06-2022_15:23:24,morphograph,889.0
3370a15b23e84585854d4eefd9356ec4_bb58539322454ca1976b5a1c1e069d35,POSITIVE,3370a15b23e84585854d4eefd9356ec4,bb58539322454ca1976b5a1c1e069d35,10-06-2022_15:23:24,morphograph,889.0
337fd889a7a045bbb754578fa45ce2ce_40afd42f5b4a4d599dd113fa90522eb0,POSITIVE,337fd889a7a045bbb754578fa45ce2ce,40afd42f5b4a4d599dd113fa90522eb0,10-06-2022_15:02:28,morphograph,354.0
338d6ddb3916454a97dbf76babcc540a_75f4d6349d1e44a091076aff4a852857,POSITIVE,338d6ddb3916454a97dbf76babcc540a,75f4d6349d1e44a091076aff4a852857,29-06-2022_19:44:35,07-06-2022/clusters_optics_0.13_07-06-2022_19,793.0
33b33c5fe4e64340ac618bf656a33807_cdaf37ff81d047848f13b1ad27669f50,CORRECT,cdaf37ff81d047848f13b1ad27669f50,33b33c5fe4e64340ac618bf656a33807,29-06-2022_19:09:30,01-06-2022/clusters_optics_0.13_01-06-2022_19,17.0
33b33c5fe4e64340ac618bf656a33807_cdaf37ff81d047848f13b1ad27669f50,WRONG,33b33c5fe4e64340ac618bf656a33807,cdaf37ff81d047848f13b1ad27669f50,21-06-2022_11:24:49,01-06-2022/clusters_optics_0.13_01-06-2022_19,17.0
33f48296071d48a4b281264252684c26_9c64efe6c48e412ba37259d282087112,CORRECT,33f48296071d48a4b281264252684c26,9c64efe6c48e412ba37259d282087112,29-06-2022_19:14:35,01-06-2022/clusters_optics_0.13_01-06-2022_19,49.0
33f48296071d48a4b281264252684c26_9c64efe6c48e412ba37259d282087112,POSITIVE,33f48296071d48a4b281264252684c26,9c64efe6c48e412ba37259d282087112,10-06-2022_15:10:21,morphograph,577.0
33f48296071d48a4b281264252684c26_d7eed75926c0421b9b329b001b226ec9,CORRECT,d7eed75926c0421b9b329b001b226ec9,33f48296071d48a4b281264252684c26,29-06-2022_19:14:35,01-06-2022/clusters_optics_0.13_01-06-2022_19,49.0
33f48296071d48a4b281264252684c26_e629ff14b2824db2a6ae5761cfaa0a02,CORRECT,e629ff14b2824db2a6ae5761cfaa0a02,33f48296071d48a4b281264252684c26,29-06-2022_19:14:35,01-06-2022/clusters_optics_0.13_01-06-2022_19,49.0
33f48296071d48a4b281264252684c26_e629ff14b2824db2a6ae5761cfaa0a02,POSITIVE,33f48296071d48a4b281264252684c26,e629ff14b2824db2a6ae5761cfaa0a02,10-06-2022_15:10:21,morphograph,577.0
33f9f9fc8ab24425869c8c62e7a3b7b3_de8c39de275544548d18e34429972536,POSITIVE,33f9f9fc8ab24425869c8c62e7a3b7b3,de8c39de275544548d18e34429972536,10-06-2022_15:23:49,morphograph,892.0
340802d2608f4209ba6e322152d46338_866d624ba03a4a60946f7bcbe35d13b3,POSITIVE,340802d2608f4209ba6e322152d46338,866d624ba03a4a60946f7bcbe35d13b3,10-06-2022_15:20:33,morphograph,854.0
346842e0b2de46e0ac753e650f6d337f_6ac615415a8a4ee2b09612660cc9090c,POSITIVE,346842e0b2de46e0ac753e650f6d337f,6ac615415a8a4ee2b09612660cc9090c,29-06-2022_19:51:11,07-06-2022/clusters_optics_0.13_07-06-2022_19,405.0
346842e0b2de46e0ac753e650f6d337f_6d2f92ee3ef34a7c91808528f083fb2d,POSITIVE,346842e0b2de46e0ac753e650f6d337f,6d2f92ee3ef34a7c91808528f083fb2d,29-06-2022_19:51:11,07-06-2022/clusters_optics_0.13_07-06-2022_19,405.0
3486da91b9ab4f2cbe165627bd52e720_ef0ac1aac8ac484ea69a1ee708cf31b3,POSITIVE,3486da91b9ab4f2cbe165627bd52e720,ef0ac1aac8ac484ea69a1ee708cf31b3,14-06-2022_21:31:10,07-06-2022/clusters_optics_0.13_07-06-2022_19,1223.0
3489482516e5430289b18d1b30b7acd8_56360bc91c2140e5aba64c1702e729fd,POSITIVE,3489482516e5430289b18d1b30b7acd8,56360bc91c2140e5aba64c1702e729fd,10-06-2022_14:51:02,morphograph,71.0
3489482516e5430289b18d1b30b7acd8_610a45a63e21428386ce5112b92738b8,POSITIVE,3489482516e5430289b18d1b30b7acd8,610a45a63e21428386ce5112b92738b8,10-06-2022_14:51:02,morphograph,71.0
3489482516e5430289b18d1b30b7acd8_d00e4250fe934c53b065725419483521,POSITIVE,3489482516e5430289b18d1b30b7acd8,d00e4250fe934c53b065725419483521,10-06-2022_14:51:02,morphograph,71.0
3489482516e5430289b18d1b30b7acd8_e9f68d166d274051a95642dff29aea5a,POSITIVE,3489482516e5430289b18d1b30b7acd8,e9f68d166d274051a95642dff29aea5a,10-06-2022_14:51:02,morphograph,71.0
348b6be4ebdf4d499abd8bb631108900_ea2d6812baab4a19814673468145e257,POSITIVE,348b6be4ebdf4d499abd8bb631108900,ea2d6812baab4a19814673468145e257,29-06-2022_19:57:34,07-06-2022/clusters_optics_0.13_07-06-2022_19,469.0
34b22b70de404175baeda0449b1ae73a_8659237ee0e042e98a9a4dd9fb90211b,POSITIVE,34b22b70de404175baeda0449b1ae73a,8659237ee0e042e98a9a4dd9fb90211b,10-06-2022_14:44:40,morphograph,53.0
34f2001cdfec4ba088644aeb54534751_bb893e6be07b440aa24ea7b84ac8f87b,POSITIVE,bb893e6be07b440aa24ea7b84ac8f87b,34f2001cdfec4ba088644aeb54534751,29-06-2022_19:53:57,07-06-2022/clusters_optics_0.13_07-06-2022_19,434.0
35007643938943d5a1b97e125c6d48db_e9a605b9a1c04c79b047a73f62aa508c,POSITIVE,35007643938943d5a1b97e125c6d48db,e9a605b9a1c04c79b047a73f62aa508c,29-06-2022_19:55:00,07-06-2022/clusters_optics_0.13_07-06-2022_19,438.0
3547eedf41a24f6b832e9bb5ce372a36_446da890b6ad4096a5874e061b0d39e4,CORRECT,446da890b6ad4096a5874e061b0d39e4,3547eedf41a24f6b832e9bb5ce372a36,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
3547eedf41a24f6b832e9bb5ce372a36_446da890b6ad4096a5874e061b0d39e4,POSITIVE,3547eedf41a24f6b832e9bb5ce372a36,446da890b6ad4096a5874e061b0d39e4,10-06-2022_14:50:19,morphograph,71.0
3547eedf41a24f6b832e9bb5ce372a36_7575d60e56984936ae548a9cb3c7a73b,CORRECT,3547eedf41a24f6b832e9bb5ce372a36,7575d60e56984936ae548a9cb3c7a73b,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
3547eedf41a24f6b832e9bb5ce372a36_7575d60e56984936ae548a9cb3c7a73b,POSITIVE,3547eedf41a24f6b832e9bb5ce372a36,7575d60e56984936ae548a9cb3c7a73b,10-06-2022_14:50:19,morphograph,71.0
3547eedf41a24f6b832e9bb5ce372a36_c5839e5220e5419e92d878396b0c04bb,CORRECT,c5839e5220e5419e92d878396b0c04bb,3547eedf41a24f6b832e9bb5ce372a36,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
3547eedf41a24f6b832e9bb5ce372a36_c5839e5220e5419e92d878396b0c04bb,POSITIVE,3547eedf41a24f6b832e9bb5ce372a36,c5839e5220e5419e92d878396b0c04bb,10-06-2022_14:50:19,morphograph,71.0
3547eedf41a24f6b832e9bb5ce372a36_d25b1f0bc93644948d55050ac71f4eac,POSITIVE,3547eedf41a24f6b832e9bb5ce372a36,d25b1f0bc93644948d55050ac71f4eac,10-06-2022_14:50:19,morphograph,71.0
3547eedf41a24f6b832e9bb5ce372a36_edf58fa1bada45879fead83cede67e45,CORRECT,3547eedf41a24f6b832e9bb5ce372a36,edf58fa1bada45879fead83cede67e45,29-06-2022_19:11:33,01-06-2022/clusters_optics_0.13_01-06-2022_19,33.0
3569862c7af143e88d4d2e9b01eaa12c_3af811c1f70246b78337e84eeeb95f88,POSITIVE,3569862c7af143e88d4d2e9b01eaa12c,3af811c1f70246b78337e84eeeb95f88,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3569862c7af143e88d4d2e9b01eaa12c_43a6ec6c2df6404cb82c1b3762cbcc8e,POSITIVE,3569862c7af143e88d4d2e9b01eaa12c,43a6ec6c2df6404cb82c1b3762cbcc8e,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3569862c7af143e88d4d2e9b01eaa12c_7c2d9578448f4e62b6da913843fc7497,POSITIVE,3569862c7af143e88d4d2e9b01eaa12c,7c2d9578448f4e62b6da913843fc7497,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3569862c7af143e88d4d2e9b01eaa12c_91bffa0644674445a2b776fcb9a465c9,POSITIVE,3569862c7af143e88d4d2e9b01eaa12c,91bffa0644674445a2b776fcb9a465c9,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3569862c7af143e88d4d2e9b01eaa12c_f44588d01a6d4b54aaab7e6137b51dbc,POSITIVE,3569862c7af143e88d4d2e9b01eaa12c,f44588d01a6d4b54aaab7e6137b51dbc,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3569862c7af143e88d4d2e9b01eaa12c_fed6081dbf34472d91726da52d86331f,POSITIVE,3569862c7af143e88d4d2e9b01eaa12c,fed6081dbf34472d91726da52d86331f,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
35871e3bdb5f472fbbfd3f233cad30ca_f38b100b2b1945df9cc6ec5e45d975f4,POSITIVE,35871e3bdb5f472fbbfd3f233cad30ca,f38b100b2b1945df9cc6ec5e45d975f4,27-06-2022_22:56:54,01-06-2022/clusters_optics_0.13_01-06-2022_19,306.0
361e889621ec4592952231f3a8a4fedb_4723be6eacb3400a894f559ebb7b008b,POSITIVE,361e889621ec4592952231f3a8a4fedb,4723be6eacb3400a894f559ebb7b008b,10-06-2022_15:23:53,morphograph,893.0
3624273106634565b5f24463f1d7c1ce_69ebd6f1a6a047d5b744db9dc06d983d,POSITIVE,3624273106634565b5f24463f1d7c1ce,69ebd6f1a6a047d5b744db9dc06d983d,10-06-2022_20:29:57,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,539.0
3624273106634565b5f24463f1d7c1ce_b1b1a624850846d2bce383bdd0718680,POSITIVE,3624273106634565b5f24463f1d7c1ce,b1b1a624850846d2bce383bdd0718680,10-06-2022_20:29:57,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,539.0
366145bc09104cddb5521a5f9a70f26b_a08d8c4027c34f21a239f0e57ab801ea,POSITIVE,366145bc09104cddb5521a5f9a70f26b,a08d8c4027c34f21a239f0e57ab801ea,10-06-2022_15:23:59,morphograph,894.0
36e4b7aba6f046de916cfae3d999369c_e6c17ce22cac471280f5f7555555b66a,POSITIVE,36e4b7aba6f046de916cfae3d999369c,e6c17ce22cac471280f5f7555555b66a,29-06-2022_19:41:28,07-06-2022/clusters_optics_0.13_07-06-2022_19,93.0
37c552f3e7394e0d850e5b50013b2966_eab83438fed341a1a94f1488c4d16f2d,WRONG,37c552f3e7394e0d850e5b50013b2966,eab83438fed341a1a94f1488c4d16f2d,21-06-2022_11:24:42,01-06-2022/clusters_optics_0.13_01-06-2022_19,14.0
3803cde5c56a4a29ac16a2a2b28c7c2b_7d1103ad53e24651926119280f5c0d46,POSITIVE,3803cde5c56a4a29ac16a2a2b28c7c2b,7d1103ad53e24651926119280f5c0d46,14-06-2022_21:31:32,07-06-2022/clusters_optics_0.13_07-06-2022_19,1225.0
381fc12204cf43c4994813cff70abab4_babd9ae6f2cb4d5195a76f8d11c6f186,POSITIVE,381fc12204cf43c4994813cff70abab4,babd9ae6f2cb4d5195a76f8d11c6f186,10-06-2022_15:24:04,morphograph,895.0
383b2ff7f7964c9ca6f10f4bc0be75c4_820b39646c8c440c87609a72cbb92c12,POSITIVE,383b2ff7f7964c9ca6f10f4bc0be75c4,820b39646c8c440c87609a72cbb92c12,10-06-2022_15:14:27,morphograph,686.0
383b2ff7f7964c9ca6f10f4bc0be75c4_ad31fb445ac44b28845869855eafb958,POSITIVE,383b2ff7f7964c9ca6f10f4bc0be75c4,ad31fb445ac44b28845869855eafb958,10-06-2022_15:14:27,morphograph,686.0
385e72df83844b40a5ba4a01829f14cc_585b859d68074c45b7a94b1db9bf53c8,POSITIVE,585b859d68074c45b7a94b1db9bf53c8,385e72df83844b40a5ba4a01829f14cc,29-06-2022_19:50:50,07-06-2022/clusters_optics_0.13_07-06-2022_19,401.0
38d02156f9de44edae2153e80c4d209b_7f0368b5ce5b438a8ba44af53b70d8a2,WRONG,7f0368b5ce5b438a8ba44af53b70d8a2,38d02156f9de44edae2153e80c4d209b,29-06-2022_19:15:30,01-06-2022/clusters_optics_0.13_01-06-2022_19,56.0
39176a5ecdfa4dddb4a71ca508f4dd8f_6fcf1af179fa47488d40564e80856a1e,POSITIVE,39176a5ecdfa4dddb4a71ca508f4dd8f,6fcf1af179fa47488d40564e80856a1e,10-06-2022_15:08:52,morphograph,563.0
39176a5ecdfa4dddb4a71ca508f4dd8f_7398a452730748c4bc80fda1ef4d3f24,POSITIVE,39176a5ecdfa4dddb4a71ca508f4dd8f,7398a452730748c4bc80fda1ef4d3f24,10-06-2022_15:08:52,morphograph,563.0
39176a5ecdfa4dddb4a71ca508f4dd8f_a49ffa88021e4a5e9ac7a853bc4d2547,POSITIVE,39176a5ecdfa4dddb4a71ca508f4dd8f,a49ffa88021e4a5e9ac7a853bc4d2547,10-06-2022_15:08:52,morphograph,563.0
39176a5ecdfa4dddb4a71ca508f4dd8f_b6d279b3c0a5445ba560c4c48e7dbc2e,POSITIVE,39176a5ecdfa4dddb4a71ca508f4dd8f,b6d279b3c0a5445ba560c4c48e7dbc2e,10-06-2022_15:08:52,morphograph,563.0
39176a5ecdfa4dddb4a71ca508f4dd8f_e100fa4b1d1e4abab65256ac310ab543,POSITIVE,39176a5ecdfa4dddb4a71ca508f4dd8f,e100fa4b1d1e4abab65256ac310ab543,10-06-2022_15:08:52,morphograph,563.0
39176a5ecdfa4dddb4a71ca508f4dd8f_fa3abc82d7e548ebb4c3841a1fc9e93d,POSITIVE,39176a5ecdfa4dddb4a71ca508f4dd8f,fa3abc82d7e548ebb4c3841a1fc9e93d,14-06-2022_20:34:19,07-06-2022/clusters_optics_0.13_07-06-2022_19,21.0
39357ee5a15d4058a955cba0b0a486c3_79bd946248e14666ad11ff4fcb8a43c7,POSITIVE,39357ee5a15d4058a955cba0b0a486c3,79bd946248e14666ad11ff4fcb8a43c7,21-06-2022_11:15:29,01-06-2022/clusters_optics_0.13_01-06-2022_19,553.0
398137ae596647c785344252a33825db_4a2b6fa1e26548879500aabc402f35e6,POSITIVE,398137ae596647c785344252a33825db,4a2b6fa1e26548879500aabc402f35e6,10-06-2022_14:53:50,morphograph,120.0
398137ae596647c785344252a33825db_55681d00a4b442b793ade8503f4b7f01,POSITIVE,398137ae596647c785344252a33825db,55681d00a4b442b793ade8503f4b7f01,10-06-2022_14:53:50,morphograph,120.0
398137ae596647c785344252a33825db_6080413adaac4491951298ae52495e17,POSITIVE,398137ae596647c785344252a33825db,6080413adaac4491951298ae52495e17,10-06-2022_14:53:50,morphograph,120.0
398137ae596647c785344252a33825db_6f215938d35e464a96367a45e6506723,POSITIVE,398137ae596647c785344252a33825db,6f215938d35e464a96367a45e6506723,10-06-2022_14:53:50,morphograph,120.0
398137ae596647c785344252a33825db_7965f8330f6647e185e95cdac4c1e43a,POSITIVE,398137ae596647c785344252a33825db,7965f8330f6647e185e95cdac4c1e43a,10-06-2022_14:53:50,morphograph,120.0
398137ae596647c785344252a33825db_7b6482ca40b6408896916134de427597,POSITIVE,398137ae596647c785344252a33825db,7b6482ca40b6408896916134de427597,10-06-2022_14:53:50,morphograph,120.0
39aaa6fe26a7470c939aa59fb6490bba_e118de153c7a4dd0a79eac08c5049be8,SIMILAR,39aaa6fe26a7470c939aa59fb6490bba,e118de153c7a4dd0a79eac08c5049be8,10-06-2022_15:24:11,morphograph,896.0
39b7e2a9069744378db132f09ffc0478_a14830ef70a0455bb7be0db9498758ef,POSITIVE,39b7e2a9069744378db132f09ffc0478,a14830ef70a0455bb7be0db9498758ef,14-06-2022_20:39:23,07-06-2022/clusters_optics_0.13_07-06-2022_19,54.0
39b7e2a9069744378db132f09ffc0478_b0366d639e4b4df7b39f2a6fd617f203,POSITIVE,39b7e2a9069744378db132f09ffc0478,b0366d639e4b4df7b39f2a6fd617f203,14-06-2022_20:39:23,07-06-2022/clusters_optics_0.13_07-06-2022_19,54.0
39cbe7d5a7e74a5eb8db89a9bb0e2985_ccafecf2d64846f6abb19bf2d7394b4e,POSITIVE,39cbe7d5a7e74a5eb8db89a9bb0e2985,ccafecf2d64846f6abb19bf2d7394b4e,14-06-2022_20:37:27,07-06-2022/clusters_optics_0.13_07-06-2022_19,46.0
3a526e1c1b7d447a9e6caf6d7546a400_733d7358682f4f93a8566f733cca88be,SIMILAR,3a526e1c1b7d447a9e6caf6d7546a400,733d7358682f4f93a8566f733cca88be,10-06-2022_20:31:34,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,573.0
3a978fdf04484dc09eb9f779677e6d0c_da691bd448a148a999d245c2072b7106,POSITIVE,3a978fdf04484dc09eb9f779677e6d0c,da691bd448a148a999d245c2072b7106,29-06-2022_19:45:10,07-06-2022/clusters_optics_0.13_07-06-2022_19,800.0
3aa0512c7f314fb7a3d0eef5cd0ef133_a1ba1551dead4cc38272fbb2b4eae743,DUPLICATE,3aa0512c7f314fb7a3d0eef5cd0ef133,a1ba1551dead4cc38272fbb2b4eae743,10-06-2022_20:31:55,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,576.0
3af811c1f70246b78337e84eeeb95f88_43a6ec6c2df6404cb82c1b3762cbcc8e,POSITIVE,3af811c1f70246b78337e84eeeb95f88,43a6ec6c2df6404cb82c1b3762cbcc8e,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3af811c1f70246b78337e84eeeb95f88_7c2d9578448f4e62b6da913843fc7497,POSITIVE,3af811c1f70246b78337e84eeeb95f88,7c2d9578448f4e62b6da913843fc7497,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3af811c1f70246b78337e84eeeb95f88_91bffa0644674445a2b776fcb9a465c9,POSITIVE,3af811c1f70246b78337e84eeeb95f88,91bffa0644674445a2b776fcb9a465c9,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3af811c1f70246b78337e84eeeb95f88_f44588d01a6d4b54aaab7e6137b51dbc,POSITIVE,3af811c1f70246b78337e84eeeb95f88,f44588d01a6d4b54aaab7e6137b51dbc,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3af811c1f70246b78337e84eeeb95f88_fed6081dbf34472d91726da52d86331f,POSITIVE,3af811c1f70246b78337e84eeeb95f88,fed6081dbf34472d91726da52d86331f,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
3b036d74579040b189a77260d10cc14c_c7c906ad9cfd46069e350f384eaa0c7f,DUPLICATE,3b036d74579040b189a77260d10cc14c,c7c906ad9cfd46069e350f384eaa0c7f,10-06-2022_20:32:29,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,578.0
3b0d3b1edf6a442b8889b7391338e920_ada2fca6cf894e579d13a8a9dc7a1188,POSITIVE,3b0d3b1edf6a442b8889b7391338e920,ada2fca6cf894e579d13a8a9dc7a1188,10-06-2022_15:24:17,morphograph,897.0
3b34d416ee814995b1b25e0a26bbbbb8_5021c55e7aa245fbaafaf3303ef62dd2,POSITIVE,3b34d416ee814995b1b25e0a26bbbbb8,5021c55e7aa245fbaafaf3303ef62dd2,10-06-2022_15:15:05,morphograph,695.0
