,uid,cluster,Description (EN),Description (EN - ref),cluster_iconography,AuthorClean,AuthorAttr,cluster_attribution,scores_iconography,scores_authors,scores_attributions,AuthorDeathLong,AuthorDeathLat,CountModifiers,scores_times,scores_places,scores_count
4659,7bf1e1d0bde04a12a108c586d8927667,925,Crucifixion.,Crucifixio,8,BASSANO,Original,0,0.0,0.0,0.0,12.326667,45.438611,13.0,0.0,0.0,1
4660,7c0da260dbb44199b45f6e97524f78be,14,Martyrdom of St. Sebastian.,Martyrdom of S,19,SCUOLA,Original,0,1.2,1.92,0.6,,,,10.4,0.0,8
4661,7c0da260dbb44199b45f6e97524f78be,14,Martyrdom of St. Sebastian.,Martyrdom of S,19,SCUOLA,Original,0,1.2,1.92,0.6,,,,10.4,0.0,8
4662,7c0da260dbb44199b45f6e97524f78be,14,Martyrdom of St. Sebastian.,Martyrdom of S,19,SCUOLA,Original,0,1.2,1.92,0.6,,,,10.4,0.0,8
4663,7c1ebac6b04949ffb53d82e43856c2f2,926,The triumph of Caesar.,The triumph of Caesa,8,MANTEGNA,Original,0,0.8,0.98,0.9,10.8,45.15,17.0,0.1,0.1,2
4664,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4665,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4666,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4667,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4668,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4669,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4670,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4671,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4672,7c2d9578448f4e62b6da913843fc7497,120,7c2d9578448f4e62b6da913843fc7497,7c2d9578448f4e62b6da913843fc7497,8,DELLA,Original,0,-8.0,0.1,-3.5,11.25,43.766667,9.0,4.5,4.5,90
4673,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4674,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4675,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4676,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4677,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4678,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4679,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4680,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4681,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4682,7c38a7a95fcc40bdb14601660e328555,4,Leda and the Swan,Leda and the Swan,30,LEONARDO,Original,0,-4.4,3.36,-2.2,,,,25.2,3.2,64
4683,7c3c9718d04f4961b258a109ffd338d9,18,Salome with the Head of St John the Baptist,Salome with the Head of St John the Baptist,25,"SOLARIO,",Original,0,-3.1,3.49,-1.55,,,,48.55,0.0,51
4684,7c3c9718d04f4961b258a109ffd338d9,18,Salome with the Head of St John the Baptist,Salome with the Head of St John the Baptist,25,"SOLARIO,",Original,0,-3.1,3.49,-1.55,,,,48.55,0.0,51
4685,7c3c9718d04f4961b258a109ffd338d9,18,Salome with the Head of St John the Baptist,Salome with the Head of St John the Baptist,25,"SOLARIO,",Original,0,-3.1,3.49,-1.55,,,,48.55,0.0,51
4686,7c3c9718d04f4961b258a109ffd338d9,18,Salome with the Head of St John the Baptist,Salome with the Head of St John the Baptist,25,"SOLARIO,",Original,0,-3.1,3.49,-1.55,,,,48.55,0.0,51
4687,7c3c9718d04f4961b258a109ffd338d9,18,Salome with the Head of St John the Baptist,Salome with the Head of St John the Baptist,25,"SOLARIO,",Original,0,-3.1,3.49,-1.55,,,,48.55,0.0,51
4688,7c3c9718d04f4961b258a109ffd338d9,18,Salome with the Head of St John the Baptist,Salome with the Head of St John the Baptist,25,"SOLARIO,",Original,0,-3.1,3.49,-1.55,,,,48.55,0.0,51
4689,7c875195cf844742b8330fd1bd3f90ad,927,7c875195cf844742b8330fd1bd3f90ad,7c875195cf844742b8330fd1bd3f90ad,8,MICHELANGELO,Original,0,-1.0,3.8,0.0,12.483333,41.9,7.0,180.0,5.75,20
4690,7c875195cf844742b8330fd1bd3f90ad,927,7c875195cf844742b8330fd1bd3f90ad,7c875195cf844742b8330fd1bd3f90ad,8,MICHELANGELO,Original,0,-1.0,3.8,0.0,12.483333,41.9,7.0,180.0,5.75,20
4691,7c875195cf844742b8330fd1bd3f90ad,927,7c875195cf844742b8330fd1bd3f90ad,7c875195cf844742b8330fd1bd3f90ad,8,MICHELANGELO,Original,0,-1.0,3.8,0.0,12.483333,41.9,7.0,180.0,5.75,20
4692,7c875195cf844742b8330fd1bd3f90ad,927,7c875195cf844742b8330fd1bd3f90ad,7c875195cf844742b8330fd1bd3f90ad,8,MICHELANGELO,Original,0,-1.0,3.8,0.0,12.483333,41.9,7.0,180.0,5.75,20
4693,7c8c182497c2445a8c313fac381087ce,928,The crucifixion of St. Peter.,The crucifixion of S,13,RENI,Original,0,1.6,1.96,0.8,11.351,44.507,12.0,11.2,0.2,4
4694,7c9e4d70941a4daa8adbf0d1a5d0957d,796,Sermon of St. John the Baptist. Part. Affr.,Sermon of S,8,GHIRLANDAIO,Original,0,0.8,1.98,0.9,11.25,43.766667,14.0,43.1,0.0,2
4695,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4696,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4697,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4698,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4699,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4700,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4701,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4702,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4703,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4704,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4705,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4706,7cafbc0aa8bf4311b87967339b46aa99,26,Venus and Adonis.,Venus and Adoni,24,TIZIANO,copia da-,1,-9.6,3.74,-4.3,,,,135.3,6.3,126
4707,7cb000def50d4c8099ad01b16ee2b877,929,The Multiplication of the Loaves.,The Multiplication of the Loave,8,TINTORETTO,Original,0,0.8,0.98,0.9,12.326667,45.438611,24.0,0.1,0.1,2
4708,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4709,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4710,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4711,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4712,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4713,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4714,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4715,7cc108c016804b9c9fb2d055d8aa36e3,822,Jesus Christ deposed,Jesus Christ deposed,8,DA,Original,0,-6.0,2.3,0.5,,,,3.5,3.5,70
4716,7cceadd427e245c7a384888169337edb,667,Madonna and Child.,Madonna and Chil,3,SALIMBENI,Original,0,2.4,1.94,0.7,11.33,43.318000000000005,2.0,85.3,2.87,6
4717,7cceadd427e245c7a384888169337edb,667,Madonna and Child.,Madonna and Chil,3,SALIMBENI,Original,0,2.4,1.94,0.7,11.33,43.318000000000005,2.0,85.3,2.87,6
4718,7d09de9e11f04a99ada9cc2074061c1f,253,Apparition of the Redeemer to the Magdalene.,Apparition of the Redeemer to the Magdalen,8,BAROCCI,Original,0,0.8,0.98,0.9,12.633333,43.716667,15.0,0.1,0.1,2
4719,7d1103ad53e24651926119280f5c0d46,594,St. Peter martyr.,S,8,BIAGIO,Original,0,0.8,0.98,0.9,,,,0.1,0.0,2
4720,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4721,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4722,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4723,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4724,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4725,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4726,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4727,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4728,7d30562215754315844b332721041620,324,Madonna with Child and S. Giovannino. 78 x 59 cm.,Madonna with Child and S. Giovannin,10,LAMPI,attr.,2,-1.6,3.64,0.2,,,,225.8,1.8,36
4729,7d35f9374acc4920946088d6e19d11c0,141,View of the Entrance to the Arsenal,View of the Entrance to the Arsenal,8,CANALETTO,Original,0,0.0,0.0,0.0,,,,0.0,0.0,1
4730,7d404d27fcfd4b308a8e557438659195,931,7d404d27fcfd4b308a8e557438659195,7d404d27fcfd4b308a8e557438659195,8,VANMOUR,Original,0,0.8,0.98,0.9,28.957798,41.011046,0.0,0.1,0.1,2
4731,7d5118197a544899937a74511ed2919a,842,Magdalene,Magdalene,27,PADOVANINO,Original,0,0.8,1.98,0.9,,,,56.1,0.0,2
4732,7d54252254964230b6bf9b07776fc557,932,La Maddalena in the desert.,La Maddalena in the deser,8,CONCA,Original,0,0.0,0.0,0.0,14.25,40.833333,2.0,0.0,0.0,1
4733,7d705d08fcfb472aa3a0f3983ed9a1e4,933,Three Saints.,Three Saint,8,STROZZI,Original,0,0.8,0.98,0.9,12.326667,45.438611,8.0,0.1,0.1,2
4734,7d8012abb5484607955988d8df7b55a2,934,S. Gerolamo. 68 x 60,S. Gerolam,8,BASSANO,Original,0,-3.2,0.58,-0.1,11.733333,45.766667,28.0,54.1,2.1,42
4735,7d8012abb5484607955988d8df7b55a2,934,S. Gerolamo. 68 x 60,S. Gerolam,8,BASSANO,Original,0,-3.2,0.58,-0.1,11.733333,45.766667,28.0,54.1,2.1,42
4736,7d8012abb5484607955988d8df7b55a2,934,S. Gerolamo. 68 x 60,S. Gerolam,8,BASSANO,Original,0,-3.2,0.58,-0.1,11.733333,45.766667,28.0,54.1,2.1,42
4737,7d8012abb5484607955988d8df7b55a2,934,S. Gerolamo. 68 x 60,S. Gerolam,8,BASSANO,Original,0,-3.2,0.58,-0.1,11.733333,45.766667,28.0,54.1,2.1,42
4738,7d8012abb5484607955988d8df7b55a2,934,S. Gerolamo. 68 x 60,S. Gerolam,8,BASSANO,Original,0,-3.2,0.58,-0.1,11.733333,45.766667,28.0,54.1,2.1,42
4739,7d8012abb5484607955988d8df7b55a2,934,S. Gerolamo. 68 x 60,S. Gerolam,8,BASSANO,Original,0,-3.2,0.58,-0.1,11.733333,45.766667,28.0,54.1,2.1,42
4740,7d83c87d0be64ee586a72c921664b890,935,Washing of the Feet (scene 2),Washing of the Feet (scene 2),8,DUCCIO,Original,0,0.0,0.0,0.0,,,,0.0,0.0,1
4741,7d938fb8a0ef4a5e814ce5f8a53149e0,89,Unknown believed to be Lucrezia Romana.,Unknown believed to be Lucrezia Roman,8,TIZIANO,Original,0,-0.2,3.88,1.4,,,,323.6,0.0,12
4742,7d938fb8a0ef4a5e814ce5f8a53149e0,89,Unknown believed to be Lucrezia Romana.,Unknown believed to be Lucrezia Roman,8,TIZIANO,Original,0,-0.2,3.88,1.4,,,,323.6,0.0,12
4743,7d938fb8a0ef4a5e814ce5f8a53149e0,89,Unknown believed to be Lucrezia Romana.,Unknown believed to be Lucrezia Roman,8,TIZIANO,Original,0,-0.2,3.88,1.4,,,,323.6,0.0,12
4744,7da3db347027429a8842501a862c1181,307,Adoration of the Magi,Adoration of the Magi,41,"ZUCCARO,",Original,0,1.1,2.91,1.55,,,,10.45,0.0,9
4745,7da3db347027429a8842501a862c1181,307,Adoration of the Magi,Adoration of the Magi,41,"ZUCCARO,",Original,0,1.1,2.91,1.55,,,,10.45,0.0,9
4746,7da3db347027429a8842501a862c1181,307,Adoration of the Magi,Adoration of the Magi,41,"ZUCCARO,",Original,0,1.1,2.91,1.55,,,,10.45,0.0,9
4747,7db592f2cc694de1961a1af0e9615cf4,429,adonna with Child.,adonna with Chil,8,ANTONELLO,Original,0,1.8,1.98,0.9,,,,25.1,0.0,2
4748,7dbc2b881f2b49ca91b568a303983832,35,is),is),8,Madonna,Original,0,1.0,5.7,0.5,,,,3.5,0.0,30
4749,7dbc2b881f2b49ca91b568a303983832,35,is),is),8,Madonna,Original,0,1.0,5.7,0.5,,,,3.5,0.0,30
4750,7dbc2b881f2b49ca91b568a303983832,35,is),is),8,Madonna,Original,0,1.0,5.7,0.5,,,,3.5,0.0,30
4751,7dbc2b881f2b49ca91b568a303983832,35,is),is),8,Madonna,Original,0,1.0,5.7,0.5,,,,3.5,0.0,30
4752,7dbc2b881f2b49ca91b568a303983832,35,is),is),8,Madonna,Original,0,1.0,5.7,0.5,,,,3.5,0.0,30
4753,7dc1decb955349129ce7e4c9666e9999,868,Christ Blessing the Children,Christ Blessing the Children,8,"CRANACH,",Original,0,0.0,0.9,0.5,,,,5.5,0.0,10
4754,7dc1decb955349129ce7e4c9666e9999,868,Christ Blessing the Children,Christ Blessing the Children,8,"CRANACH,",Original,0,0.0,0.9,0.5,,,,5.5,0.0,10
4755,7dc1decb955349129ce7e4c9666e9999,868,Christ Blessing the Children,Christ Blessing the Children,8,"CRANACH,",Original,0,0.0,0.9,0.5,,,,5.5,0.0,10
4756,7dc1decb955349129ce7e4c9666e9999,868,Christ Blessing the Children,Christ Blessing the Children,8,"CRANACH,",Original,0,0.0,0.9,0.5,,,,5.5,0.0,10
4757,7dc1decb955349129ce7e4c9666e9999,868,Christ Blessing the Children,Christ Blessing the Children,8,"CRANACH,",Original,0,0.0,0.9,0.5,,,,5.5,0.0,10
4758,7dce183c7c1242c6850e937268018b21,928,Crucifixion of St Peter,Crucifixion of St Peter,13,"RENI,",Original,0,1.6,1.96,0.8,,,,11.2,0.2,4
4759,7dd459cd405f4434b4cfc6f5d7397c74,111,Madonna with Child.,Madonna with Chil,5,DELLA,bottega di -,3,1.8,0.98,1.9,,,,36.1,0.0,2
4760,7de86dbf275d404dab9be951fca35935,413,The triumph of Caesar. Part.,The triumph of Caesa,8,MANTEGNA,scuola ai -,3,0.4,1.94,1.7,,,,41.3,0.3,6
4761,7de86dbf275d404dab9be951fca35935,413,The triumph of Caesar. Part.,The triumph of Caesa,8,MANTEGNA,scuola ai -,3,0.4,1.94,1.7,,,,41.3,0.3,6
4762,7ded8473d98c469b80feec6fc7f7097d,686,The Holy Family.,The Holy Famil,34,BRONZINO,Original,0,1.7,1.97,0.85,11.25,43.766667,9.0,13.15,0.0,3
4763,7e04e0d5eb864f249f7a1f2088be9ecf,261,adonna with Child. Oil on plate 62 x 48.,adonna with Chil,8,BELLINI,scuola di-,4,2.0,1.9,1.5,,,,21.5,0.0,10
4764,7e04e0d5eb864f249f7a1f2088be9ecf,261,adonna with Child. Oil on plate 62 x 48.,adonna with Chil,8,BELLINI,scuola di-,4,2.0,1.9,1.5,,,,21.5,0.0,10
4765,7e04e0d5eb864f249f7a1f2088be9ecf,261,adonna with Child. Oil on plate 62 x 48.,adonna with Chil,8,BELLINI,scuola di-,4,2.0,1.9,1.5,,,,21.5,0.0,10
4766,7e0a711fa245492e8da3937ed0865945,649,The Reduced. cm. 95 x 130,The Reduce,8,MAESTRO,Original,0,0.1,1.91,1.55,,,,0.45,0.45,9
4767,7e0a711fa245492e8da3937ed0865945,649,The Reduced. cm. 95 x 130,The Reduce,8,MAESTRO,Original,0,0.1,1.91,1.55,,,,0.45,0.45,9
4768,7e0a711fa245492e8da3937ed0865945,649,The Reduced. cm. 95 x 130,The Reduce,8,MAESTRO,Original,0,0.1,1.91,1.55,,,,0.45,0.45,9
4769,7e2bc3a079c1485d9583d31631870af2,604,Archers Shooting at a Herm (recto),Archers Shooting at a Herm (recto),8,MICHELANGELO,Original,0,0.0,0.0,0.0,12.483333,41.9,7.0,0.0,0.0,1
4770,7e487303a5524ea2bfcd008208e96586,160,"St. John the Evangelist, glazed",S,8,DELLA,Original,0,-1.0,0.8,0.0,11.25,43.766667,17.0,1.0,1.0,20
4771,7e487303a5524ea2bfcd008208e96586,160,"St. John the Evangelist, glazed",S,8,DELLA,Original,0,-1.0,0.8,0.0,11.25,43.766667,17.0,1.0,1.0,20
4772,7e487303a5524ea2bfcd008208e96586,160,"St. John the Evangelist, glazed",S,8,DELLA,Original,0,-1.0,0.8,0.0,11.25,43.766667,17.0,1.0,1.0,20
4773,7e487303a5524ea2bfcd008208e96586,160,"St. John the Evangelist, glazed",S,8,DELLA,Original,0,-1.0,0.8,0.0,11.25,43.766667,17.0,1.0,1.0,20
4774,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4775,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4776,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4777,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4778,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4779,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4780,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4781,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4782,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4783,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4784,7e5347fa9eeb42558c6d622909e248d8,43,Diana and Callisto,Diana and Callisto,22,"CORT,",Original,0,-2.4,3.36,-2.2,,,,127.2,6.9,64
4785,7e8f0e5c7dc14073984ad44eebe17d8d,936,7e8f0e5c7dc14073984ad44eebe17d8d,7e8f0e5c7dc14073984ad44eebe17d8d,8,NANTEUIL,Original,0,0.8,0.98,0.9,2.333333,48.866667,0.0,0.1,0.1,2
4786,7e9a8429c75d465f96c895d1fbe87eb3,797,Annunciation,Annunciation,21,"GRECO,",Original,0,0.4,2.84,1.2,,,,41.8,0.8,16
4787,7e9a8429c75d465f96c895d1fbe87eb3,797,Annunciation,Annunciation,21,"GRECO,",Original,0,0.4,2.84,1.2,,,,41.8,0.8,16
4788,7e9a8429c75d465f96c895d1fbe87eb3,797,Annunciation,Annunciation,21,"GRECO,",Original,0,0.4,2.84,1.2,,,,41.8,0.8,16
4789,7e9a8429c75d465f96c895d1fbe87eb3,797,Annunciation,Annunciation,21,"GRECO,",Original,0,0.4,2.84,1.2,,,,41.8,0.8,16
4790,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4791,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4792,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4793,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4794,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4795,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4796,7eced10683f24a5e90a1c4fa50b899ff,388,Mary Magdalene,Mary Magdalene,27,"BENSON,",Original,0,-1.0,3.6,-1.0,,,,31.0,2.0,40
4797,7ee77da5f5eb4cc9809265f6c172b147,299,Madonna and Child.,Madonna and Chil,3,RAFFAELLO,copia da -,1,0.5,1.65,0.25,,,,2.75,1.75,35
4798,7ee77da5f5eb4cc9809265f6c172b147,299,Madonna and Child.,Madonna and Chil,3,RAFFAELLO,copia da -,1,0.5,1.65,0.25,,,,2.75,1.75,35
4799,7ee77da5f5eb4cc9809265f6c172b147,299,Madonna and Child.,Madonna and Chil,3,RAFFAELLO,copia da -,1,0.5,1.65,0.25,,,,2.75,1.75,35
4800,7ee77da5f5eb4cc9809265f6c172b147,299,Madonna and Child.,Madonna and Chil,3,RAFFAELLO,copia da -,1,0.5,1.65,0.25,,,,2.75,1.75,35
4801,7ee77da5f5eb4cc9809265f6c172b147,299,Madonna and Child.,Madonna and Chil,3,RAFFAELLO,copia da -,1,0.5,1.65,0.25,,,,2.75,1.75,35
4802,7ee77da5f5eb4cc9809265f6c172b147,299,Madonna and Child.,Madonna and Chil,3,RAFFAELLO,copia da -,1,0.5,1.65,0.25,,,,2.75,1.75,35
4803,7ee9e023d1854a1da4ab1588ee94947e,264,Jesus in the house of Lazarus.,Jesus in the house of Lazaru,8,BASSANO,scuola dei -,3,-4.6,1.44,0.2,,,,46.8,3.72,56
4804,7ee9e023d1854a1da4ab1588ee94947e,264,Jesus in the house of Lazarus.,Jesus in the house of Lazaru,8,BASSANO,scuola dei -,3,-4.6,1.44,0.2,,,,46.8,3.72,56
4805,7ee9e023d1854a1da4ab1588ee94947e,264,Jesus in the house of Lazarus.,Jesus in the house of Lazaru,8,BASSANO,scuola dei -,3,-4.6,1.44,0.2,,,,46.8,3.72,56
4806,7ee9e023d1854a1da4ab1588ee94947e,264,Jesus in the house of Lazarus.,Jesus in the house of Lazaru,8,BASSANO,scuola dei -,3,-4.6,1.44,0.2,,,,46.8,3.72,56
