,uid_connection,index,uid,level_0,AuthorOriginal,Description,Author,AuthorBirth,path,BeginDate,ImageURL,City,Country,AuthorBirthCity,AuthorDeathCity,Drawer,Type,img1,img2,type,annotated,cluster_file,cluster,set,new_cluster,new set,old_cluster
4427,917f6d7b91134f43a66cf84e1d2af2a6,7369.0,45588b4e33444ed8b34c523bac808bc4,1,TIZIANO (copia da -),S.Mariá Maddalena. cm. 123 x 91,TIZIANO Vecellio (copia da),1483.0,../data/158B/158B_556.jpg,1560.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158B%2F158B_556.jpg/full/full/0/default.jpg,MONACO,Italian,Belluno,Venice,158B,religious,45588b4e33444ed8b34c523bac808bc4,8ddfca6074ee4cf0ac3376d1120ad64b,POSITIVE,2018-07-24 14:58:45.277965+00:00,Original,50,train,50,train,50.0
4428,9189ed2ece95413aa3ac74ac97e1553d,28037.0,f78853a66525483b9a378736b1a24147,2185,"GIAQUINTO, Corrado",Adoration of the Magi,"GIAQUINTO, Corrado","(b. 1703, Molfetta, d. 1766, Napoli)",../data/WGA/images/g/giaquint/adoratix.jpg,1701.0,http://www.wga.hu/html/g/giaquint/adoratix.html,V I E N N A,Italian,Molfetta,Naples,154A,religious,f78853a66525483b9a378736b1a24147,f543b6ce6fb748fab1873af39f802b4c,POSITIVE,2018-04-30 12:08:20.292742+00:00,Original,436,train,436,train,436.0
4429,91915adbff4145d2829dc8ea6f8a1b32,,91915adbff4145d2909cf411ac4b8bd4,4328,"BORDONE, Paris.",Nudo femminile.,BORDONE Paris,1500.0,../data/30A/30A_453.jpg,1518.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F30A%2F30A_453.jpg/full/full/0/default.jpg,FIRENZE,Italian,Treviso,Venice,30A,study,91915adbff4145d2909cf411ac4b8bd4,dfe81e0fa4184e99829dc8ea6f8a1b32,POSITIVE,10-06-2022_15:13:18,morphograph,654,no set,654,val,
4430,91915adbff4145d290d86918adf71c0e,,91915adbff4145d2909cf411ac4b8bd4,4328,"BORDONE, Paris.",Nudo femminile.,BORDONE Paris,1500.0,../data/30A/30A_453.jpg,1518.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F30A%2F30A_453.jpg/full/full/0/default.jpg,FIRENZE,Italian,Treviso,Venice,30A,study,91915adbff4145d2909cf411ac4b8bd4,c665f72620ab4e0290d86918adf71c0e,POSITIVE,10-06-2022_15:13:18,morphograph,654,no set,654,val,
4431,91915adbff4145d29b0ce28b07f1e1d0,,91915adbff4145d2909cf411ac4b8bd4,4328,"BORDONE, Paris.",Nudo femminile.,BORDONE Paris,1500.0,../data/30A/30A_453.jpg,1518.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F30A%2F30A_453.jpg/full/full/0/default.jpg,FIRENZE,Italian,Treviso,Venice,30A,study,91915adbff4145d2909cf411ac4b8bd4,62f4d01df66245919b0ce28b07f1e1d0,POSITIVE,10-06-2022_15:13:18,morphograph,654,no set,654,val,
4432,91915adbff4145d2a73f3044bd0789ad,,91915adbff4145d2909cf411ac4b8bd4,4328,"BORDONE, Paris.",Nudo femminile.,BORDONE Paris,1500.0,../data/30A/30A_453.jpg,1518.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F30A%2F30A_453.jpg/full/full/0/default.jpg,FIRENZE,Italian,Treviso,Venice,30A,study,91915adbff4145d2909cf411ac4b8bd4,f338c328bfe74b1ba73f3044bd0789ad,POSITIVE,10-06-2022_15:13:18,morphograph,654,no set,654,val,
4433,91ae4d7bf26244d8b9e7a20ff2b27462,24118.0,d288eb322ff04cc7aaf3d3548c1f6bf4,4332,LEONARDO da Vinci,The Battle of Anghiari (detail),LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",../data/WGA/images/l/leonardo/06anghia/1battle1.jpg,1503.0,http://www.wga.hu/html/l/leonardo/06anghia/1battle1.html,,Italian,,,,study,d288eb322ff04cc7aaf3d3548c1f6bf4,d7552995ced94d54980e94e62fe3cd34,POSITIVE,2016-05-18 15:33:11+00:00,Original,75,test,75,test,75.0
4434,91bffa06446744458293700d59f5755a,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,08534f3cb92f43568293700d59f5755a,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4435,91bffa06446744458337e84eeeb95f88,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,3af811c1f70246b78337e84eeeb95f88,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4436,91bffa06446744458d4d2e9b01eaa12c,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,3569862c7af143e88d4d2e9b01eaa12c,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4437,91bffa06446744458ea1b6d9d090c17d,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,21304e6dbe314d408ea1b6d9d090c17d,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4438,91bffa064467444591726da52d86331f,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,fed6081dbf34472d91726da52d86331f,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4439,91bffa06446744459a47d09e89c64069,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,1da862cea2ae4c589a47d09e89c64069,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4440,91bffa0644674445aaab7e6137b51dbc,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,f44588d01a6d4b54aaab7e6137b51dbc,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4441,91bffa0644674445b6da913843fc7497,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,7c2d9578448f4e62b6da913843fc7497,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4442,91bffa0644674445b82c1b3762cbcc8e,,91bffa0644674445a2b776fcb9a465c9,4333,"DELIA ROBBIA, Andrea.","Putto in fasce,",DELLA ROBBIA Andrea,1435.0,../data/146B/146B_38.jpg,1453.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F146B%2F146B_38.jpg/full/full/0/default.jpg,PIRENZ E,,Florence,Florence,146B,,91bffa0644674445a2b776fcb9a465c9,43a6ec6c2df6404cb82c1b3762cbcc8e,POSITIVE,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,900,no set,900,train,
4443,91c684417ba74403ac70b2434a12f911,14312.0,89dd078005de443382875fcc00c78fac,1369,"BISSOLO, Francesco. (attr.)",Madonna con Bambino e S. Giovannino.,BISSOLO Francesco (attr),1470.0,../data/47B/47B_927.jpg,1488.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F47B%2F47B_927.jpg/full/full/0/default.jpg,UBICAZIONE IGNOTA,,,Venice,47B,,78896f91753e443cac32c6ed7425283e,89dd078005de443382875fcc00c78fac,POSITIVE,2018-03-08 22:39:48.987240+00:00,Original,194,train,194,train,194.0
4444,91cd7709c5e44e5faa55b0b3c360a545,4263.0,25567076c91b43f68a828f0f86d6dc1e,322,GUARDI cerchia aei -),Sposalizio di S. Caterina.,GUARDI cerchia aei -),1489.0,../data/176C/176C_817.jpg,1507.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F176C%2F176C_817.jpg/full/full/0/default.jpg,VENEZIA,,Correggio,Correggio,176C,,25567076c91b43f68a828f0f86d6dc1e,8a16f89c2fe44bcbbcc1db5a5b946080,POSITIVE,2018-03-13 15:51:17.421262+00:00,Original,641,train,641,train,641.0
4445,91e3df7194444b6caf44b89bb6dcef4a,25459.0,daa7d9bfe7034825a7dd0c9f4e543e8c,1303,"LE FEBRE, Valentin (ine.) VERONESE, Faolo (inv.)","""Il ratto d'Europa"".",LE FEBRE Valentin (ine ) VERONESE Faolo (inv ),"(b. 1528, Verona, d. 1588, Venezia)",../data/43A/43A_75.jpg,1573.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F43A%2F43A_75.jpg/full/full/0/default.jpg,,Italian,,,43A,mythological,daa7d9bfe7034825a7dd0c9f4e543e8c,6e7a22dcbf1442d0aaac71db87591618,POSITIVE,2018-05-16 12:07:51.283043+00:00,Original,34,train,34,train,34.0
4446,91ebd781660e4df58d7896981e7220ae,1361.0,0dd026d4266740bfa00fea209b00e2af,4345,"HONDECOETER, Melchior d'",Birds in a Park,"HONDECOETER, Melchior d'","(b. 1636, Utrecht, d. 1695, Amsterdam)",../data/WGA/images/h/hondecoe/melchior/birdspar.jpg,1686.0,http://www.wga.hu/html/h/hondecoe/melchior/birdspar.html,,Dutch,,,,still-life,0dd026d4266740bfa00fea209b00e2af,21a682fe8af84b3cae647fe435f5cd25,POSITIVE,2017-09-11 17:03:08.902998+00:00,Original,449,train,449,train,449.0
4447,920847b7a94843ca8507e7c1915e3e37,13987.0,70e452f3e1dc467daf31bbdec4c24b21,64,"BORDONE, Paris",Sleeping Venus with Cupid,"BORDONE, Paris","(b. 1500, Treviso, d. 1571, Venezia)",../data/WGA/images/b/bordone/sleep_ve.jpg,1535.0,http://www.wga.hu/html/b/bordone/sleep_ve.html,,Italian,,,,mythological,70e452f3e1dc467daf31bbdec4c24b21,f3f5023150cc4caba875ee695d9bd5af,POSITIVE,2016-05-17 16:24:53+00:00,Original,72,val,72,val,72.0
4448,9217fbf1219f4a1b99da74f8dd008a94,1058.0,09c7bb8812544a35bc038a50f6730806,4347,"VASARI, Giorgio.",Rappresentazione di Prato e di Pistoia.,VASARI Giorgio,1511.0,../data/59A/59A_150.jpg,1529.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F59A%2F59A_150.jpg/full/full/0/default.jpg,FIRE N Z E,,Arezzo,Florence,59A,,09c7bb8812544a35bc038a50f6730806,2fac814d742e4c59bba55e4044637be6,POSITIVE,2018-03-02 08:06:33.148067+00:00,Original,378,val,378,val,378.0
4449,921acab46d5b44c9b926d729ea4a67d5,7581.0,506a299ad3074fc59427298373b0f3fe,1684,"ALBANI, Francesco (da -)",La Sacra Famiglia.,ALBANI Francesco (da -),1578.0,../data/158C/158C_621.jpg,1596.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F158C%2F158C_621.jpg/full/full/0/default.jpg,LONDR A,Italian,Bologna,Bologna,158C,religious,2c0fbc5f40954579a5978cc931fcfba2,506a299ad3074fc59427298373b0f3fe,POSITIVE,2018-03-08 18:08:26.120400+00:00,Original,9,test,9,test,9.0
4450,9226b414c7434cce96c0cd1ced4ddcd8,18170.0,9d864e99af5940cc8d6c60044da7b2f2,2460,"ARCIMBOLDO, Giuseppe",Spring,"ARCIMBOLDO, Giuseppe","(b. 1526, Milano, d. 1593, Milano)",../data/WGA/images/a/arcimbol/3allegor/4seaso1.jpg,1551.0,http://www.wga.hu/html/a/arcimbol/3allegor/4seaso1.html,,Italian,,,,mythological,9d864e99af5940cc8d6c60044da7b2f2,32d6152c11684a88bcd0f15b27593579,POSITIVE,2016-02-23 14:14:26+00:00,Original,5,train,5,train,5.0
4451,923b4a50f8bb49dc956315c804213941,19224.0,a426f493e78a4e7989c6115dc1a3145b,3143,"BELLINI, Giovanni",Madonna with Child,"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",../data/WGA/images/b/bellini/giovanni/1470-79/081madon.jpg,1470.0,http://www.wga.hu/html/b/bellini/giovanni/1470-79/081madon.html,FOR T Wo R T H (Texas),Italian,Venice,Venice,161C,religious,a426f493e78a4e7989c6115dc1a3145b,74f2986b6ab04a7db47e22da84edd943,POSITIVE,2016-05-12 08:38:44+00:00,Original,40,train,40,train,40.0
4452,9247c001295a429cb4bee80c2ad26c43,25709.0,dd939b3ff99b4d5da7d3ce845bb533e8,1524,CANALETTO,Piazza San Marco,CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",../data/WGA/images/c/canalett/1/canal107.jpg,1723.0,http://www.wga.hu/html/c/canalett/1/canal107.html,,Italian,,,,landscape,dd939b3ff99b4d5da7d3ce845bb533e8,657392a1938a4effa559fc58c859380c,POSITIVE,2016-02-24 09:52:20+00:00,Original,13,train,13,train,13.0
4453,925cda0921e94003a3e26c10081d8abe,11323.0,5c7f5770ea954837ad7c0ab0629b38ce,275,"MASSYS, Quentin",Virgin and Child,"MASSYS, Quentin","(b. 1465/66, Leuven, d. 1530, Antwerpen)",../data/WGA/images/m/massys/quentin/3/virgin1.jpg,1524.0,http://www.wga.hu/html/m/massys/quentin/3/virgin1.html,,Flemish,,,,religious,5c7f5770ea954837ad7c0ab0629b38ce,4d36736436154cdc87373ebbde98cb38,POSITIVE,2016-06-09 13:38:30+00:00,Original,152,train,152,train,152.0
4454,92660f9c4d5f4644b03b6b44473ee07a,28034.0,f778a8bbebb340ff816be2311576af90,4353,"BELLOTTO, Bernardo",The Kreuzkirche in Dresden,"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",../data/WGA/images/b/bellotto/2/bello201.jpg,1747.0,http://www.wga.hu/html/b/bellotto/2/bello201.html,,Italian,,,,landscape,f778a8bbebb340ff816be2311576af90,2805b78c612c411e87a12bd8f2fea39f,POSITIVE,2017-09-23 19:06:39.940087+00:00,Original,451,train,451,train,451.0
4455,9271e4303ab0422899b4eefadad877a5,6140.0,404b252d89f44d6b999c8e3105de4ba6,126,"LUINI, Bernardino.",Madonna col Bambino.,LUINI Bernardino,1470.0,../data/21C/21C_269.jpg,1488.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F21C%2F21C_269.jpg/full/full/0/default.jpg,L O ND RA,Italian,,,21C,religious,d4063ce43949453cb03c4ba79bee8038,404b252d89f44d6b999c8e3105de4ba6,POSITIVE,2018-05-05 17:43:48.625016+00:00,Original,118,train,118,train,118.0
4456,9273e32c6564451f9761708fa0a03102,25786.0,df0317e4bf394d1597ebcf51ad74be8e,3581,"STROZZI, Bernardo.",Santa Cecilia,STROZZI Bernardo,1581.0,../data/57A/57A_836.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F57A%2F57A_836.jpg/full/full/0/default.jpg,(Trento),Italian,Genoa,Venice,57A,religious,df0317e4bf394d1597ebcf51ad74be8e,c128dfba44bd4a1a8b9a43f9dad90b8d,POSITIVE,2018-07-11 16:47:49.478317+00:00,Original,456,val,456,val,456.0
4457,927524d2029d498b9c83f51cc6de0568,21087.0,d78d6915521d4d9093f179bfdab44fa5,633,TIZIANO Vecellio,Venus and Adonis,TIZIANO Vecellio,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/WGA/images/t/tiziano/08b/2venus_a.jpg,1554.0,http://www.wga.hu/html/t/tiziano/08b/2venus_a.html,LONDRA,Italian,Belluno,Venice,21B,mythological,f18d23007a164110963da5649040dfec,d78d6915521d4d9093f179bfdab44fa5,POSITIVE,2016-05-12 16:07:59+00:00,Original,54,val,54,val,54.0
4458,92770176c59f454aa25bd0e0cfd04038,16588.0,87ff6680cf9641929517765d3dba63f9,526,"BASSANO, Jacopo.","Cristo Crocefisso, la Madonna e Santi. Part. inf., con la Maddalena e S. Girolamo penitente",BASSANO Jacopo,1505.0,../data/67C/67C_100.jpg,1523.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F67C%2F67C_100.jpg/full/full/0/default.jpg,TREVISO,(Fuerto Rico),Bassano del Grappa,Bassano del Grappa,67C,,87ff6680cf9641929517765d3dba63f9,a57d5a95036a40e49b9715adba79ac32,POSITIVE,2018-03-05 23:41:53.089632+00:00,Original,612,val,612,val,612.0
4459,9297ad8fdd5a484e8141404d3639e97b,,9297ad8fdd5a484e9123252c52bf085d,70368,"STROZZI, Bernardo e aiuti",La guarigione di Tobia.,STROZZI Bernardo (e aiuti),1581.0,../data/57A/57A_787.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F57A%2F57A_787.jpg/full/full/0/default.jpg,VENEZ I A,Italian,Genoa,Venice,57A,religious,9297ad8fdd5a484e9123252c52bf085d,e577523a7fc74e1b8141404d3639e97b,POSITIVE,10-06-2022_15:18:36,morphograph,811,no set,811,train,
4460,9297ad8fdd5a484e8b4ea330a00573bf,,9297ad8fdd5a484e9123252c52bf085d,70368,"STROZZI, Bernardo e aiuti",La guarigione di Tobia.,STROZZI Bernardo (e aiuti),1581.0,../data/57A/57A_787.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F57A%2F57A_787.jpg/full/full/0/default.jpg,VENEZ I A,Italian,Genoa,Venice,57A,religious,9297ad8fdd5a484e9123252c52bf085d,2878b71b9a9240238b4ea330a00573bf,POSITIVE,10-06-2022_15:18:36,morphograph,811,no set,811,train,
4461,9297ad8fdd5a484e97887064a589da4e,,9297ad8fdd5a484e9123252c52bf085d,70368,"STROZZI, Bernardo e aiuti",La guarigione di Tobia.,STROZZI Bernardo (e aiuti),1581.0,../data/57A/57A_787.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F57A%2F57A_787.jpg/full/full/0/default.jpg,VENEZ I A,Italian,Genoa,Venice,57A,religious,9297ad8fdd5a484e9123252c52bf085d,ddb0dbf0bc1043f897887064a589da4e,POSITIVE,10-06-2022_15:18:36,morphograph,811,no set,811,train,
4462,9297ad8fdd5a484ea325fc5d07f8d227,,9297ad8fdd5a484e9123252c52bf085d,70368,"STROZZI, Bernardo e aiuti",La guarigione di Tobia.,STROZZI Bernardo (e aiuti),1581.0,../data/57A/57A_787.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F57A%2F57A_787.jpg/full/full/0/default.jpg,VENEZ I A,Italian,Genoa,Venice,57A,religious,9297ad8fdd5a484e9123252c52bf085d,bb63825816ec4ac0a325fc5d07f8d227,POSITIVE,10-06-2022_15:18:36,morphograph,811,no set,811,train,
4463,9297ad8fdd5a484eb958334d82b05374,,9297ad8fdd5a484e9123252c52bf085d,70368,"STROZZI, Bernardo e aiuti",La guarigione di Tobia.,STROZZI Bernardo (e aiuti),1581.0,../data/57A/57A_787.jpg,1599.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F57A%2F57A_787.jpg/full/full/0/default.jpg,VENEZ I A,Italian,Genoa,Venice,57A,religious,9297ad8fdd5a484e9123252c52bf085d,fa10a736b0804917b958334d82b05374,POSITIVE,10-06-2022_15:18:36,morphograph,811,no set,811,train,
4464,92b3e4630e8a4c31942d2a0493d59e1b,13639.0,7f611bf9f5a244299ef2f673bb23b61e,608,"LUINI, Bernardino.",Salomè.,LUINI Bernardino,1470.0,../data/52C/52C_581.jpg,1488.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F52C%2F52C_581.jpg/full/full/0/default.jpg,"CLEVELAND (Ohio, U. S. A.)",Italian,,,52C,religious,91ecb8e356ee46d5ba4299175d25e669,7f611bf9f5a244299ef2f673bb23b61e,POSITIVE,2018-07-19 23:03:21.329428+00:00,Original,97,train,97,train,97.0
4465,92c4c209d5624761aac9a256babcfaf2,20901.0,b97bb65267254df1a56f9dd5f187e46d,274,TIZIANO Vecellio,Venus and an Organist and a Little Dog,TIZIANO Vecellio,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/WGA/images/t/tiziano/09/05organ.jpg,1545.0,http://www.wga.hu/html/t/tiziano/09/05organ.html,,Italian,,,,mythological,b97bb65267254df1a56f9dd5f187e46d,d889ef35893d4f1f88b7fd45ebe69864,POSITIVE,2016-05-17 16:24:53+00:00,Original,72,val,72,val,72.0
4466,92c52c8274ee4474bffb4ea7e94de6d0,19827.0,cdee1228355e432c9a61d3951b338877,3178,PARMIGIANINO,Cupid,PARMIGIANINO,"(b. 1503, Parma, d. 1540, Casal Maggiore)",../data/WGA/images/p/parmigia/1/cupid.jpg,1523.0,http://www.wga.hu/html/p/parmigia/1/cupid.html,,Italian,,,,mythological,e822d0caf7b642cb8fca3f89c6cbb5c0,cdee1228355e432c9a61d3951b338877,POSITIVE,2016-09-15 15:09:06+00:00,Original,251,train,251,train,251.0
4467,92d4e51e2f0c49b4ae85be016007d497,20908.0,b97bb65267254df1a56f9dd5f187e46d,274,TIZIANO Vecellio,Venus and an Organist and a Little Dog,TIZIANO Vecellio,"(b. 1490, Pieve di Cadore, d. 1576, Venezia)",../data/WGA/images/t/tiziano/09/05organ.jpg,1545.0,http://www.wga.hu/html/t/tiziano/09/05organ.html,,Italian,,,,mythological,b97bb65267254df1a56f9dd5f187e46d,610a45a63e21428386ce5112b92738b8,POSITIVE,2016-05-17 16:24:53+00:00,Original,72,val,72,val,72.0
4468,92e24ed6dd42488d9e0d650e7b382f0c,,92e24ed6dd42488dbf56ee2178b66240,70482,IBERIO D' ASSISI.,S. Sebastiano.,TIBERIO D'ASSISI,1460.0,../data/152C/152C_380.jpg,1478.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F152C%2F152C_380.jpg/full/full/0/default.jpg,(Perugia),Italian,Assisi,Assisi,152C,religious,92e24ed6dd42488dbf56ee2178b66240,0c34a891c49d42839e0d650e7b382f0c,POSITIVE,10-06-2022_15:08:08,morphograph,559,no set,559,train,
4469,92e24ed6dd42488d9fd4c329dda78dab,,92e24ed6dd42488dbf56ee2178b66240,70482,IBERIO D' ASSISI.,S. Sebastiano.,TIBERIO D'ASSISI,1460.0,../data/152C/152C_380.jpg,1478.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F152C%2F152C_380.jpg/full/full/0/default.jpg,(Perugia),Italian,Assisi,Assisi,152C,religious,92e24ed6dd42488dbf56ee2178b66240,28d27ddcff914c999fd4c329dda78dab,POSITIVE,10-06-2022_15:08:08,morphograph,559,no set,559,train,
4470,92e24ed6dd42488da045d0a24e3cac5a,,92e24ed6dd42488dbf56ee2178b66240,70482,IBERIO D' ASSISI.,S. Sebastiano.,TIBERIO D'ASSISI,1460.0,../data/152C/152C_380.jpg,1478.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F152C%2F152C_380.jpg/full/full/0/default.jpg,(Perugia),Italian,Assisi,Assisi,152C,religious,92e24ed6dd42488dbf56ee2178b66240,55f7d4f4e23146cda045d0a24e3cac5a,POSITIVE,10-06-2022_15:08:08,morphograph,559,no set,559,train,
4471,92e24ed6dd42488daeed5adbfe52304e,,92e24ed6dd42488dbf56ee2178b66240,70482,IBERIO D' ASSISI.,S. Sebastiano.,TIBERIO D'ASSISI,1460.0,../data/152C/152C_380.jpg,1478.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F152C%2F152C_380.jpg/full/full/0/default.jpg,(Perugia),Italian,Assisi,Assisi,152C,religious,92e24ed6dd42488dbf56ee2178b66240,252efe4c43fb4147aeed5adbfe52304e,POSITIVE,10-06-2022_15:08:08,morphograph,559,no set,559,train,
4472,92e99634f8c14330a320e908fc34bd6b,6690.0,3955d44b0ff34331a8377ef22036991d,4371,"DÜRER, Albrecht",Madonna with the Swaddled Infant,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",../data/WGA/images/d/durer/2/13/5/094.jpg,1520.0,http://www.wga.hu/html/d/durer/2/13/5/094.html,,German,,,,religious,3955d44b0ff34331a8377ef22036991d,7232779ef9d1459b915bf0c23bd34a0a,POSITIVE,2017-09-23 21:28:03.169648+00:00,Original,399,test,399,test,399.0
4473,931d6e9883d54dceaeaef25305532444,16794.0,8998bbc9a5784a559e2feab50f6e9dc7,45,SCUOLA VERONESE SEC. V. ex.,Madonna con Bambino e S. Giovannino.,SCUOLA VERONESE SEC V ex,1431.0,../data/97C/97C_3.jpg,1449.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F97C%2F97C_3.jpg/full/full/0/default.jpg,VICENZA,Svizzera,Venice,Venice,97C,,8998bbc9a5784a559e2feab50f6e9dc7,d6914208d47a4a84bd79b3b53de1f1f4,POSITIVE,2018-04-02 17:27:46.688735+00:00,Original,715,train,715,train,715.0
4474,933a30d98dcf47daa811f3b7534ee8c7,8340.0,4ca7465c479e403eb4066ea9179bb432,1152,"TIZIANO, Vecellio, copia da","La Toeletta di Venere, copia. Particolare",TIZIANO Vecellio (copia da),1483.0,../data/58B/58B_616.jpg,1501.0,https://dhlabsrv4.epfl.ch/iiif_replica/cini%2F58B%2F58B_616.jpg/full/full/0/default.jpg,STOC COLMA,Italian,Belluno,Venice,58B,mythological,4ca7465c479e403eb4066ea9179bb432,6f96097f261f4094badaaf011a889c8e,POSITIVE,2018-07-24 14:52:46.635643+00:00,Original,33,test,33,test,33.0
